origin	destination	destination_pop_size
united_states_virgin_islands	venezuela	30912302.0
united_states_virgin_islands	french_guiana	252338.0
united_states_virgin_islands	cayman_islands	57268.0
united_states_virgin_islands	brazil	205823665.0
united_states_virgin_islands	trinidad_tobago	1220479.0
united_states_virgin_islands	dominican_republic	10606865.0
united_states_virgin_islands	cuba	11179995.0
united_states_virgin_islands	guatemala	15189958.0
united_states_virgin_islands	chile	17650114.0
united_states_virgin_islands	turks_caicos_islands	51430.0
united_states_virgin_islands	haiti	10485800.0
united_states_virgin_islands	belize	353858.0
united_states_virgin_islands	argentina	43886748.0
united_states_virgin_islands	dominica	73757.0
united_states_virgin_islands	saint_lucia	164464.0
united_states_virgin_islands	el_salvador	6156670.0
united_states_virgin_islands	puerto_rico	3578056.0
united_states_virgin_islands	ecuador	16080778.0
united_states_virgin_islands	guyana	735909.0
united_states_virgin_islands	grenada	111219.0
united_states_virgin_islands	guadeloupe	402119.0
united_states_virgin_islands	antigua_barbuda	93581.0
martinique	jamaica	2970340.0
martinique	honduras	8893259.0
martinique	colombia	47220856.0
martinique	mexico	123166749.0
martinique	saint_kitts_nevis	52329.0
martinique	united_states	323995528.0
martinique	saint_vincent_grenadines	102350.0
martinique	paraguay	6862812.0
martinique	nicaragua	5966798.0
martinique	barbados	291495.0
martinique	canada	35362905.0
martinique	united_states_virgin_islands	102951.0
martinique	peru	30741062.0
martinique	curacao	149035.0
martinique	panama	3705246.0
martinique	uruguay	3351016.0
martinique	bahamas	327316.0
martinique	bermuda	70537.0
martinique	aruba	113648.0
martinique	suriname	585824.0
martinique	costa_rica	4872543.0
martinique	bolivia	10969649.0
martinique	venezuela	30912302.0
martinique	french_guiana	252338.0
martinique	cayman_islands	57268.0
martinique	brazil	205823665.0
martinique	trinidad_tobago	1220479.0
martinique	dominican_republic	10606865.0
martinique	cuba	11179995.0
martinique	guatemala	15189958.0
martinique	chile	17650114.0
martinique	turks_caicos_islands	51430.0
martinique	haiti	10485800.0
martinique	belize	353858.0
martinique	argentina	43886748.0
martinique	dominica	73757.0
martinique	saint_lucia	164464.0
martinique	el_salvador	6156670.0
martinique	puerto_rico	3578056.0
martinique	ecuador	16080778.0
martinique	guyana	735909.0
martinique	grenada	111219.0
martinique	guadeloupe	402119.0
martinique	antigua_barbuda	93581.0
peru	jamaica	2970340.0
peru	honduras	8893259.0
peru	colombia	47220856.0
peru	mexico	123166749.0
peru	saint_kitts_nevis	52329.0
peru	united_states	323995528.0
peru	saint_vincent_grenadines	102350.0
peru	paraguay	6862812.0
peru	nicaragua	5966798.0
peru	barbados	291495.0
peru	canada	35362905.0
peru	united_states_virgin_islands	102951.0
peru	martinique	385551.0
peru	curacao	149035.0
peru	panama	3705246.0
peru	uruguay	3351016.0
peru	bahamas	327316.0
peru	bermuda	70537.0
peru	aruba	113648.0
peru	suriname	585824.0
peru	costa_rica	4872543.0
peru	bolivia	10969649.0
peru	venezuela	30912302.0
peru	french_guiana	252338.0
peru	cayman_islands	57268.0
peru	brazil	205823665.0
peru	trinidad_tobago	1220479.0
peru	dominican_republic	10606865.0
peru	cuba	11179995.0
peru	guatemala	15189958.0
peru	chile	17650114.0
peru	turks_caicos_islands	51430.0
peru	haiti	10485800.0
peru	belize	353858.0
peru	argentina	43886748.0
peru	dominica	73757.0
peru	saint_lucia	164464.0
peru	el_salvador	6156670.0
peru	puerto_rico	3578056.0
peru	ecuador	16080778.0
peru	guyana	735909.0
peru	grenada	111219.0
peru	guadeloupe	402119.0
peru	antigua_barbuda	93581.0
curacao	jamaica	2970340.0
curacao	honduras	8893259.0
curacao	colombia	47220856.0
curacao	mexico	123166749.0
curacao	saint_kitts_nevis	52329.0
curacao	united_states	323995528.0
curacao	saint_vincent_grenadines	102350.0
curacao	paraguay	6862812.0
curacao	nicaragua	5966798.0
curacao	barbados	291495.0
curacao	canada	35362905.0
curacao	united_states_virgin_islands	102951.0
curacao	martinique	385551.0
curacao	peru	30741062.0
curacao	panama	3705246.0
curacao	uruguay	3351016.0
curacao	bahamas	327316.0
curacao	bermuda	70537.0
curacao	aruba	113648.0
curacao	suriname	585824.0
curacao	costa_rica	4872543.0
curacao	bolivia	10969649.0
curacao	venezuela	30912302.0
curacao	french_guiana	252338.0
curacao	cayman_islands	57268.0
curacao	brazil	205823665.0
curacao	trinidad_tobago	1220479.0
curacao	dominican_republic	10606865.0
curacao	cuba	11179995.0
curacao	guatemala	15189958.0
curacao	chile	17650114.0
curacao	turks_caicos_islands	51430.0
curacao	haiti	10485800.0
curacao	belize	353858.0
curacao	argentina	43886748.0
curacao	dominica	73757.0
curacao	saint_lucia	164464.0
curacao	el_salvador	6156670.0
curacao	puerto_rico	3578056.0
curacao	ecuador	16080778.0
curacao	guyana	735909.0
curacao	grenada	111219.0
curacao	guadeloupe	402119.0
curacao	antigua_barbuda	93581.0
panama	jamaica	2970340.0
panama	honduras	8893259.0
panama	colombia	47220856.0
panama	mexico	123166749.0
panama	saint_kitts_nevis	52329.0
panama	united_states	323995528.0
panama	saint_vincent_grenadines	102350.0
panama	paraguay	6862812.0
panama	nicaragua	5966798.0
panama	barbados	291495.0
panama	canada	35362905.0
panama	united_states_virgin_islands	102951.0
panama	martinique	385551.0
panama	peru	30741062.0
panama	curacao	149035.0
panama	uruguay	3351016.0
panama	bahamas	327316.0
panama	bermuda	70537.0
panama	aruba	113648.0
panama	suriname	585824.0
panama	costa_rica	4872543.0
panama	bolivia	10969649.0
panama	venezuela	30912302.0
panama	french_guiana	252338.0
panama	cayman_islands	57268.0
panama	brazil	205823665.0
panama	trinidad_tobago	1220479.0
panama	dominican_republic	10606865.0
panama	cuba	11179995.0
panama	guatemala	15189958.0
panama	chile	17650114.0
panama	turks_caicos_islands	51430.0
panama	haiti	10485800.0
panama	belize	353858.0
panama	argentina	43886748.0
panama	dominica	73757.0
panama	saint_lucia	164464.0
panama	el_salvador	6156670.0
panama	puerto_rico	3578056.0
panama	ecuador	16080778.0
panama	guyana	735909.0
panama	grenada	111219.0
panama	guadeloupe	402119.0
panama	antigua_barbuda	93581.0
uruguay	jamaica	2970340.0
uruguay	honduras	8893259.0
uruguay	colombia	47220856.0
uruguay	mexico	123166749.0
uruguay	saint_kitts_nevis	52329.0
uruguay	united_states	323995528.0
uruguay	saint_vincent_grenadines	102350.0
uruguay	paraguay	6862812.0
uruguay	nicaragua	5966798.0
uruguay	barbados	291495.0
uruguay	canada	35362905.0
uruguay	united_states_virgin_islands	102951.0
uruguay	martinique	385551.0
uruguay	peru	30741062.0
uruguay	curacao	149035.0
uruguay	panama	3705246.0
uruguay	bahamas	327316.0
uruguay	bermuda	70537.0
uruguay	aruba	113648.0
uruguay	suriname	585824.0
uruguay	costa_rica	4872543.0
uruguay	bolivia	10969649.0
uruguay	venezuela	30912302.0
uruguay	french_guiana	252338.0
uruguay	cayman_islands	57268.0
uruguay	brazil	205823665.0
uruguay	trinidad_tobago	1220479.0
uruguay	dominican_republic	10606865.0
uruguay	cuba	11179995.0
uruguay	guatemala	15189958.0
uruguay	chile	17650114.0
uruguay	turks_caicos_islands	51430.0
uruguay	haiti	10485800.0
uruguay	belize	353858.0
uruguay	argentina	43886748.0
uruguay	dominica	73757.0
uruguay	saint_lucia	164464.0
uruguay	el_salvador	6156670.0
uruguay	puerto_rico	3578056.0
uruguay	ecuador	16080778.0
uruguay	guyana	735909.0
uruguay	grenada	111219.0
uruguay	guadeloupe	402119.0
uruguay	antigua_barbuda	93581.0
bahamas	jamaica	2970340.0
bahamas	honduras	8893259.0
bahamas	colombia	47220856.0
bahamas	mexico	123166749.0
bahamas	saint_kitts_nevis	52329.0
bahamas	united_states	323995528.0
bahamas	saint_vincent_grenadines	102350.0
bahamas	paraguay	6862812.0
bahamas	nicaragua	5966798.0
bahamas	barbados	291495.0
bahamas	canada	35362905.0
bahamas	united_states_virgin_islands	102951.0
bahamas	martinique	385551.0
bahamas	peru	30741062.0
bahamas	curacao	149035.0
bahamas	panama	3705246.0
bahamas	uruguay	3351016.0
bahamas	bermuda	70537.0
bahamas	aruba	113648.0
bahamas	suriname	585824.0
bahamas	costa_rica	4872543.0
bahamas	bolivia	10969649.0
bahamas	venezuela	30912302.0
bahamas	french_guiana	252338.0
bahamas	cayman_islands	57268.0
bahamas	brazil	205823665.0
bahamas	trinidad_tobago	1220479.0
bahamas	dominican_republic	10606865.0
bahamas	cuba	11179995.0
bahamas	guatemala	15189958.0
bahamas	chile	17650114.0
bahamas	turks_caicos_islands	51430.0
bahamas	haiti	10485800.0
bahamas	belize	353858.0
bahamas	argentina	43886748.0
bahamas	dominica	73757.0
bahamas	saint_lucia	164464.0
bahamas	el_salvador	6156670.0
bahamas	puerto_rico	3578056.0
bahamas	ecuador	16080778.0
bahamas	guyana	735909.0
bahamas	grenada	111219.0
bahamas	guadeloupe	402119.0
bahamas	antigua_barbuda	93581.0
bermuda	jamaica	2970340.0
bermuda	honduras	8893259.0
bermuda	colombia	47220856.0
bermuda	mexico	123166749.0
bermuda	saint_kitts_nevis	52329.0
bermuda	united_states	323995528.0
bermuda	saint_vincent_grenadines	102350.0
bermuda	paraguay	6862812.0
bermuda	nicaragua	5966798.0
bermuda	barbados	291495.0
bermuda	canada	35362905.0
bermuda	united_states_virgin_islands	102951.0
bermuda	martinique	385551.0
bermuda	peru	30741062.0
bermuda	curacao	149035.0
bermuda	panama	3705246.0
bermuda	uruguay	3351016.0
bermuda	bahamas	327316.0
bermuda	aruba	113648.0
bermuda	suriname	585824.0
bermuda	costa_rica	4872543.0
bermuda	bolivia	10969649.0
bermuda	venezuela	30912302.0
bermuda	french_guiana	252338.0
bermuda	cayman_islands	57268.0
bermuda	brazil	205823665.0
bermuda	trinidad_tobago	1220479.0
bermuda	dominican_republic	10606865.0
bermuda	cuba	11179995.0
bermuda	guatemala	15189958.0
bermuda	chile	17650114.0
bermuda	turks_caicos_islands	51430.0
bermuda	haiti	10485800.0
bermuda	belize	353858.0
bermuda	argentina	43886748.0
bermuda	dominica	73757.0
bermuda	saint_lucia	164464.0
bermuda	el_salvador	6156670.0
bermuda	puerto_rico	3578056.0
bermuda	ecuador	16080778.0
bermuda	guyana	735909.0
bermuda	grenada	111219.0
bermuda	guadeloupe	402119.0
bermuda	antigua_barbuda	93581.0
aruba	jamaica	2970340.0
aruba	honduras	8893259.0
aruba	colombia	47220856.0
aruba	mexico	123166749.0
aruba	saint_kitts_nevis	52329.0
aruba	united_states	323995528.0
aruba	saint_vincent_grenadines	102350.0
aruba	paraguay	6862812.0
aruba	nicaragua	5966798.0
aruba	barbados	291495.0
aruba	canada	35362905.0
aruba	united_states_virgin_islands	102951.0
aruba	martinique	385551.0
aruba	peru	30741062.0
aruba	curacao	149035.0
aruba	panama	3705246.0
aruba	uruguay	3351016.0
aruba	bahamas	327316.0
aruba	bermuda	70537.0
