,Date,CaseCount
259,2016-09-18,5.0
260,2016-09-19,9.0
261,2016-09-20,9.0
262,2016-09-21,8.0
263,2016-09-22,5.0
264,2016-09-23,7.0
265,2016-09-24,8.0
266,2016-09-25,9.0
267,2016-09-26,10.0
268,2016-09-27,9.0
269,2016-09-28,9.0
270,2016-09-29,12.0
271,2016-09-30,6.0
272,2016-10-01,7.0
273,2016-10-02,12.0
274,2016-10-03,14.0
275,2016-10-04,6.0
276,2016-10-05,6.0
277,2016-10-06,9.0
278,2016-10-07,5.0
279,2016-10-08,3.0
280,2016-10-09,8.0
281,2016-10-10,12.0
282,2016-10-11,6.0
283,2016-10-12,6.0
284,2016-10-13,8.0
285,2016-10-14,15.0
286,2016-10-15,8.0
287,2016-10-16,7.0
288,2016-10-17,8.0
289,2016-10-18,9.0
290,2016-10-19,10.0
291,2016-10-20,7.0
292,2016-10-21,3.0
293,2016-10-22,8.0
294,2016-10-23,8.0
295,2016-10-24,12.0
296,2016-10-25,6.0
297,2016-10-26,4.0
298,2016-10-27,12.0
299,2016-10-28,4.0
300,2016-10-29,2.0
301,2016-10-30,6.0
302,2016-10-31,8.0
303,2016-11-01,6.0
304,2016-11-02,15.0
305,2016-11-03,4.0
306,2016-11-04,4.0
307,2016-11-05,3.0
308,2016-11-06,3.0
309,2016-11-07,3.0
310,2016-11-08,6.0
311,2016-11-09,5.0
312,2016-11-10,5.0
313,2016-11-11,5.0
314,2016-11-12,5.0
315,2016-11-13,6.0
316,2016-11-14,14.0
317,2016-11-15,5.0
318,2016-11-16,4.0
319,2016-11-17,9.0
320,2016-11-18,5.0
321,2016-11-19,1.0
322,2016-11-20,7.0
323,2016-11-21,6.0
324,2016-11-22,5.0
325,2016-11-23,10.0
326,2016-11-24,7.0
327,2016-11-25,3.0
328,2016-11-26,5.0
329,2016-11-27,1.0
330,2016-11-28,4.0
331,2016-11-29,1.0
332,2016-11-30,3.0
333,2016-12-01,8.0
334,2016-12-02,1.0
335,2016-12-03,4.0
336,2016-12-04,5.0
337,2016-12-05,6.0
338,2016-12-06,4.0
339,2016-12-07,4.0
340,2016-12-08,1.0
341,2016-12-09,1.0
342,2016-12-10,4.0
343,2016-12-11,0.0
344,2016-12-12,1.0
345,2016-12-13,5.0
346,2016-12-14,2.0
347,2016-12-15,0.0
348,2016-12-16,1.0
349,2016-12-17,2.0
350,2016-12-18,3.0
351,2016-12-19,2.0
352,2016-12-20,10.0
353,2016-12-21,2.0
354,2016-12-22,2.0
355,2016-12-23,1.0
356,2016-12-24,2.0
357,2016-12-25,1.0
358,2016-12-26,4.0
359,2016-12-27,0.0
360,2016-12-28,1.0
361,2016-12-29,2.0
362,2016-12-30,2.0
363,2016-12-31,1.0
364,2017-01-01,1.0
365,2017-01-02,2.0
366,2017-01-03,0.0
367,2017-01-04,2.0
368,2017-01-05,1.0
369,2017-01-06,1.0
370,2017-01-07,3.0
371,2017-01-08,1.0
372,2017-01-09,4.0
373,2017-01-10,3.0
374,2017-01-11,1.0
375,2017-01-12,0.0
376,2017-01-13,1.0
377,2017-01-14,1.0
378,2017-01-15,0.0
379,2017-01-16,2.0
380,2017-01-17,3.0
381,2017-01-18,1.0
382,2017-01-19,1.0
383,2017-01-20,2.0
384,2017-01-21,2.0
385,2017-01-22,0.0
386,2017-01-23,2.0
387,2017-01-24,2.0
388,2017-01-25,3.0
389,2017-01-26,2.0
390,2017-01-27,3.0
391,2017-01-28,1.0
392,2017-01-29,0.0
393,2017-01-30,0.0
394,2017-01-31,3.0
395,2017-02-01,2.0
396,2017-02-02,2.0
397,2017-02-03,1.0
398,2017-02-04,1.0
399,2017-02-05,0.0
400,2017-02-06,1.0
401,2017-02-07,1.0
402,2017-02-08,1.0
403,2017-02-09,3.0
404,2017-02-10,1.0
405,2017-02-11,0.0
406,2017-02-12,0.0
407,2017-02-13,0.0
408,2017-02-14,1.0
409,2017-02-15,1.0
410,2017-02-16,3.0
411,2017-02-17,3.0
412,2017-02-18,0.0
413,2017-02-19,0.0
414,2017-02-20,1.0
415,2017-02-21,0.0
416,2017-02-22,1.0
417,2017-02-23,1.0
418,2017-02-24,0.0
419,2017-02-25,0.0
420,2017-02-26,2.0
421,2017-02-27,0.0
422,2017-02-28,1.0
423,2017-03-01,3.0
424,2017-03-02,0.0
425,2017-03-03,0.0
426,2017-03-04,0.0
427,2017-03-05,1.0
428,2017-03-06,0.0
429,2017-03-07,3.0
430,2017-03-08,2.0
431,2017-03-09,3.0
432,2017-03-10,1.0
433,2017-03-11,0.0
434,2017-03-12,0.0
435,2017-03-13,1.0
436,2017-03-14,0.0
437,2017-03-15,1.0
438,2017-03-16,0.0
439,2017-03-17,2.0
440,2017-03-18,0.0
441,2017-03-19,0.0
442,2017-03-20,0.0
443,2017-03-21,2.0
444,2017-03-22,0.0
445,2017-03-23,0.0
446,2017-03-24,1.0
447,2017-03-25,0.0
448,2017-03-26,0.0
449,2017-03-27,4.0
450,2017-03-28,0.0
451,2017-03-29,1.0
452,2017-03-30,0.0
453,2017-03-31,0.0
454,2017-04-01,1.0
455,2017-04-02,0.0
456,2017-04-03,0.0
457,2017-04-04,2.0
458,2017-04-05,0.0
459,2017-04-06,1.0
460,2017-04-07,0.0
461,2017-04-08,0.0
462,2017-04-09,0.0
463,2017-04-10,2.0
464,2017-04-11,1.0
465,2017-04-12,0.0
466,2017-04-13,1.0
467,2017-04-14,0.0
468,2017-04-15,0.0
469,2017-04-16,0.0
470,2017-04-17,3.0
471,2017-04-18,0.0
472,2017-04-19,1.0
473,2017-04-20,1.0
474,2017-04-21,2.0
475,2017-04-22,0.0
476,2017-04-23,0.0
477,2017-04-24,0.0
478,2017-04-25,3.0
479,2017-04-26,1.0
480,2017-04-27,0.0
481,2017-04-28,0.0
482,2017-04-29,0.0
483,2017-04-30,0.0
484,2017-05-01,0.0
485,2017-05-02,3.0
486,2017-05-03,0.0
487,2017-05-04,0.0
488,2017-05-05,0.0
489,2017-05-06,0.0
490,2017-05-07,0.0
491,2017-05-08,0.0
492,2017-05-09,0.0
493,2017-05-10,1.0
494,2017-05-11,0.0
495,2017-05-12,0.0
496,2017-05-13,0.0
497,2017-05-14,1.0
498,2017-05-15,0.0
499,2017-05-16,1.0
500,2017-05-17,0.0
501,2017-05-18,2.0
502,2017-05-19,1.0
503,2017-05-20,0.0
504,2017-05-21,0.0
505,2017-05-22,0.0
506,2017-05-23,1.0
